SNP	Chr	Pos
ipSNP8287	1	259219723
ipSNP8288	1	259220072
ipSNP8289	1	259221159
ipSNP8290	1	259221267
ipSNP8291	1	259223303
ipSNP8292	1	259223696
ipSNP8293	1	259223700
ipSNP8294	1	259223703
ipSNP8295	1	259223706
ipSNP8296	1	259223707
ipSNP8297	1	259223709
ipSNP8298	1	259272837
ipSNP8299	1	259274507
ipSNP8300	1	259301727
ipSNP8301	1	259304819
ipSNP8302	1	259381724
ipSNP8303	1	259407813
ipSNP8304	1	259701285
ipSNP8305	1	259817604
ipSNP8306	1	260135394
ipSNP8311	1	260144097
ipSNP8312	1	260150212
ipSNP8313	1	260150230
ipSNP8314	1	260150257
ipSNP8315	1	260150325
ipSNP8316	1	260514589
ipSNP8317	1	260514597
ipSNP8318	1	260514599
ipSNP8319	1	260514604
ipSNP8320	1	260521270
ipSNP8321	1	260655667
ipSNP8322	1	260655722
ipSNP8323	1	260684354
ipSNP8324	1	260771305
ipSNP8325	1	260771306
ipSNP8326	1	260922317
ipSNP8327	1	260924373
ipSNP8330	1	260956682
ipSNP8331	1	260959421
ipSNP8332	1	261218521
ipSNP8333	1	261412168
ipSNP8334	1	261571302
ipSNP8335	1	261571311
ipSNP8337	1	261898956
ipSNP8339	1	262162944
ipSNP8340	1	262167879
ipSNP8341	1	262171587
ipSNP8342	1	262171620
ipSNP8343	1	262175874
ipSNP8344	1	262175904
ipSNP8345	1	262183867
ipSNP8346	1	262183888
ipSNP8347	1	262183895
ipSNP8348	1	262183962
ipSNP8351	1	262185008
ipSNP8352	1	262207888
ipSNP8353	1	262231510
ipSNP8354	1	262231541
ipSNP8355	1	262322085
ipSNP8356	1	262392259
ipSNP8357	1	262392300
ipSNP8358	1	262392339
ipSNP8359	1	262392374
ipSNP8360	1	262392442
ipSNP8361	1	262392557
ipSNP8362	1	262392559
ipSNP8363	1	262456979
ipSNP8364	1	262459657
ipSNP8365	1	262459682
ipSNP8366	1	262459706
ipSNP8367	1	262460879
ipSNP8368	1	262512909
ipSNP8369	1	262512982
ipSNP8370	1	262513999
ipSNP8371	1	262545819
ipSNP8373	1	262614939
ipSNP8374	1	262614949
ipSNP8375	1	262614950
ipSNP8376	1	262724962
ipSNP8377	1	262998964
ipSNP8378	1	262998969
ipSNP8379	1	262998998
ipSNP8380	1	262999014
ipSNP8385	1	263119113
ipSNP8386	1	263119142
ipSNP8387	1	263124825
ipSNP8388	1	263124834
ipSNP8389	1	263124842
ipSNP8390	1	263148789
ipSNP8391	1	263148804
ipSNP8392	1	263153567
ipSNP8393	1	263153818
ipSNP8394	1	263198685
ipSNP8395	1	263198696
ipSNP8396	1	263198725
ipSNP8397	1	263199196
ipSNP8398	1	263199215
ipSNP8399	1	263200803
ipSNP8400	1	263208516
ipSNP8401	1	263208527
ipSNP8402	1	263220364
ipSNP8403	1	263223270
ipSNP8404	1	263603503
ipSNP8405	1	263603504
ipSNP8406	1	263603523
ipSNP8407	1	263652089
ipSNP8408	1	263652090
ipSNP8409	1	263652091
ipSNP8410	1	263652092
ipSNP8411	1	263652093
ipSNP8412	1	263652096
ipSNP8413	1	263652099
ipSNP8414	1	263652101
ipSNP8415	1	263652153
ipSNP8416	1	263652162
ipSNP8417	1	263652170
ipSNP8418	1	263652245
ipSNP8420	1	263749556
ipSNP8421	1	263752961
ipSNP8422	1	264092427
ipSNP8423	1	264092481
ipSNP8424	1	264093659
ipSNP8425	1	264093676
ipSNP8426	1	264094066
ipSNP8427	1	264094082
ipSNP8428	1	264102249
ipSNP8431	1	264172652
ipSNP8432	1	264224380
ipSNP8433	1	264224414
ipSNP8434	1	264266460
ipSNP8436	1	264498237
ipSNP8437	1	264515634
ipSNP8440	1	264515655
ipSNP8442	1	264515670
ipSNP8443	1	264529819
ipSNP8447	1	264708575
ipSNP8448	1	264864317
ipSNP8449	1	264865597
ipSNP8450	1	264865750
ipSNP8451	1	264959998
ipSNP8452	1	264989525
ipSNP8453	1	264989532
ipSNP8454	1	265169401
ipSNP8455	1	265318904
ipSNP8456	1	265318922
ipSNP8457	1	265318938
ipSNP8458	1	265438416
ipSNP8459	1	265438417
ipSNP8460	1	265438418
ipSNP8461	1	265438420
ipSNP8462	1	265438422
ipSNP8463	1	265438424
ipSNP8464	1	265438455
ipSNP8465	1	265438462
ipSNP8466	1	265441656
ipSNP8467	1	265441659
ipSNP8468	1	265441686
ipSNP8469	1	265448184
ipSNP8470	1	265450947
ipSNP8471	1	265451366
ipSNP8472	1	265451391
ipSNP8473	1	265451461
ipSNP8474	1	265451472
ipSNP8477	1	265680816
ipSNP8478	1	265746572
ipSNP8479	1	265756969
ipSNP8480	1	265756970
ipSNP8482	1	265915317
ipSNP8483	1	266032066
ipSNP8484	1	266032087
ipSNP8486	1	266046651
ipSNP8487	1	266046658
ipSNP8488	1	266046691
ipSNP8489	1	266095785
ipSNP8490	1	266158328
ipSNP8491	1	266164702
ipSNP8492	1	266164709
ipSNP8493	1	266166731
ipSNP8494	1	266368791
ipSNP8495	1	266369240
ipSNP8496	1	266369378
ipSNP8497	1	266369422
ipSNP8498	1	266369445
ipSNP8499	1	266913576
ipSNP8500	1	266954497
ipSNP8501	1	266954578
ipSNP8502	1	266954600
ipSNP8503	1	266954738
ipSNP8506	1	266992064
ipSNP8507	1	267147528
ipSNP8508	1	267147727
ipSNP8511	1	267147908
ipSNP8513	1	267153406
ipSNP8514	1	267153407
ipSNP8515	1	267153408
ipSNP8516	1	267153412
ipSNP8518	1	267153511
ipSNP8519	1	267162364
ipSNP8520	1	267162431
ipSNP8521	1	267162435
ipSNP8523	1	267198436
ipSNP8525	1	267198718
ipSNP8526	1	267198736
ipSNP8530	1	267198849
ipSNP8531	1	267198867
ipSNP8532	1	267198879
ipSNP8537	1	267394118
ipSNP8538	1	267394127
ipSNP8539	1	267531238
ipSNP8540	1	267542899
ipSNP8541	1	267544882
ipSNP8542	1	267544897
ipSNP8543	1	267544922
ipSNP8544	1	267545524
ipSNP8545	1	267783859
ipSNP8546	1	267783894
ipSNP8547	1	267783913
ipSNP8555	1	267867865
ipSNP8561	1	268255455
ipSNP8565	1	268308762
ipSNP8567	1	268309411
ipSNP8568	1	268309432
ipSNP8572	1	268339297
ipSNP8574	1	268339416
ipSNP8577	1	268431295
ipSNP8578	1	268431317
ipSNP8582	1	268564469
ipSNP8601	1	268937350
ipSNP8602	1	268937351
ipSNP8605	1	268951623
ipSNP8608	1	268956281
ipSNP8609	1	268956286
ipSNP8610	1	268956288
ipSNP8611	1	268956289
ipSNP8612	1	268956296
ipSNP8613	1	268956297
ipSNP8614	1	268956350
ipSNP8617	1	269038073
ipSNP8635	1	269304433
ipSNP10220	2	10208
ipSNP10221	2	10228
ipSNP10222	2	10232
ipSNP10225	2	604986
ipSNP10226	2	604987
ipSNP10227	2	604990
ipSNP10228	2	605960
ipSNP10229	2	605987
ipSNP10230	2	659667
ipSNP10231	2	659687
ipSNP10232	2	721631
ipSNP10235	2	721754
ipSNP10236	2	721833
ipSNP10237	2	721875
ipSNP10238	2	841082
ipSNP10239	2	841083
ipSNP10240	2	841086
ipSNP10241	2	841463
ipSNP10242	2	842644
ipSNP10243	2	847579
ipSNP10244	2	847586
ipSNP10245	2	847816
ipSNP10246	2	847829
ipSNP10247	2	847881
ipSNP10248	2	848665
ipSNP10249	2	897594
ipSNP10250	2	897598
ipSNP10251	2	923555
ipSNP10252	2	936208
ipSNP10253	2	1035863
ipSNP10254	2	1036091
ipSNP10255	2	1040723
ipSNP10256	2	1040966
ipSNP10257	2	1102278
ipSNP10258	2	1102295
ipSNP10259	2	1187284
ipSNP10260	2	1187401
ipSNP10262	2	1209992
ipSNP10263	2	1210020
ipSNP10264	2	1269522
ipSNP10265	2	1269523
ipSNP10266	2	1269524
ipSNP10267	2	1269525
ipSNP10268	2	1270245
ipSNP10269	2	1270972
ipSNP10270	2	1276098
ipSNP10272	2	1281291
ipSNP10273	2	1281550
ipSNP10274	2	1281607
ipSNP10275	2	1289375
ipSNP10278	2	1289558
ipSNP10279	2	1289567
ipSNP10284	2	1316985
ipSNP10285	2	1317017
ipSNP10286	2	1317076
ipSNP10287	2	1317078
ipSNP10288	2	1317083
ipSNP10289	2	1317089
ipSNP10290	2	1317093
ipSNP10291	2	1317094
ipSNP10295	2	1353401
ipSNP10296	2	1360227
ipSNP10297	2	1435424
ipSNP10298	2	1435442
ipSNP10299	2	1435443
ipSNP10300	2	1437975
ipSNP10302	2	1447597
ipSNP10303	2	1448365
ipSNP10304	2	1448458
ipSNP10305	2	1448460
ipSNP10306	2	1454725
ipSNP10307	2	1455548
ipSNP10308	2	1456725
ipSNP10309	2	1456750
ipSNP10310	2	1461966
ipSNP10311	2	1461969
ipSNP10312	2	1462813
ipSNP10313	2	1462824
ipSNP10314	2	1463131
ipSNP10315	2	1463136
ipSNP10316	2	1463152
ipSNP10317	2	1463153
ipSNP10318	2	1463154
ipSNP10319	2	1463156
ipSNP10320	2	1463159
ipSNP10321	2	1463288
ipSNP10322	2	1463300
ipSNP10324	2	1543169
ipSNP10325	2	1561654
ipSNP10326	2	1561711
ipSNP10327	2	1561732
ipSNP10328	2	1561736
ipSNP10329	2	1563736
ipSNP10330	2	1624529
ipSNP10331	2	1629862
ipSNP10332	2	1632740
ipSNP10333	2	1632775
ipSNP10334	2	1633505
ipSNP10335	2	1633898
ipSNP10336	2	1633900
ipSNP10337	2	1633905
ipSNP10338	2	1633906
ipSNP10339	2	1633914
ipSNP10340	2	1633917
ipSNP10341	2	1634173
ipSNP10342	2	1640076
ipSNP10343	2	1641036
ipSNP10345	2	1653462
ipSNP10346	2	1653467
ipSNP10347	2	1653990
ipSNP10348	2	1654484
ipSNP10349	2	1654500
ipSNP10350	2	1676476
ipSNP10352	2	1680147
ipSNP10353	2	1683494
ipSNP10354	2	1689677
ipSNP10355	2	1713666
ipSNP10356	2	1775426
ipSNP10357	2	1776499
ipSNP10358	2	1776542
ipSNP10359	2	1778306
ipSNP10360	2	1814624
ipSNP10361	2	1824656
ipSNP10362	2	1839259
ipSNP10363	2	1918141
ipSNP10364	2	1919761
ipSNP10365	2	1919884
ipSNP10366	2	1920471
ipSNP10367	2	1923726
ipSNP10368	2	1958126
ipSNP10369	2	1958746
ipSNP10370	2	1958891
ipSNP10371	2	1958908
ipSNP10372	2	1960418
ipSNP10373	2	1960698
ipSNP10374	2	1960872
ipSNP10375	2	1961042
ipSNP10376	2	1961081
ipSNP10377	2	1961082
ipSNP10378	2	1974360
ipSNP10379	2	1974401
ipSNP10380	2	1974406
ipSNP10381	2	1974407
ipSNP10382	2	2037033
ipSNP10383	2	2041341
ipSNP10384	2	2041350
ipSNP10385	2	2041353
ipSNP10387	2	2051865
ipSNP10388	2	2051889
ipSNP10389	2	2069609
ipSNP10390	2	2070042
ipSNP10391	2	2070138
ipSNP10392	2	2070159
ipSNP10393	2	2080365
ipSNP10394	2	2080385
ipSNP10395	2	2082159
ipSNP10396	2	2095948
ipSNP10397	2	2095949
ipSNP10398	2	2095950
ipSNP10399	2	2095951
ipSNP10400	2	2095953
ipSNP10401	2	2095955
ipSNP10402	2	2095959
ipSNP10403	2	2095960
ipSNP10404	2	2095961
ipSNP10405	2	2095962
ipSNP10406	2	2095979
ipSNP10407	2	2095980
ipSNP10408	2	2102620
ipSNP10409	2	2102652
ipSNP10411	2	2104568
ipSNP10413	2	2120621
ipSNP10414	2	2128116
ipSNP10415	2	2128118
ipSNP10416	2	2128131
ipSNP10417	2	2202623
ipSNP10418	2	2202662
ipSNP10421	2	2222465
ipSNP10422	2	2223247
ipSNP10423	2	2223254
ipSNP10426	2	2224748
ipSNP10427	2	2224782
ipSNP10428	2	2224808
ipSNP10429	2	2225570
ipSNP10433	2	2228309
ipSNP10434	2	2228310
ipSNP10435	2	2228334
ipSNP10436	2	2260550
ipSNP10437	2	2261249
ipSNP10438	2	2266950
ipSNP10439	2	2266952
ipSNP10440	2	2266954
ipSNP10441	2	2271290
ipSNP10442	2	2271587
ipSNP10443	2	2271612
ipSNP10444	2	2281702
ipSNP10445	2	2281819
ipSNP10446	2	2281826
ipSNP10447	2	2366710
ipSNP10448	2	2366735
ipSNP10449	2	2366871
ipSNP10450	2	2366911
ipSNP10451	2	2477667
ipSNP10452	2	2478437
ipSNP10453	2	2479167
ipSNP10455	2	2485952
ipSNP10456	2	2485965
ipSNP10457	2	2485994
ipSNP10458	2	2485996
ipSNP10459	2	2485997
ipSNP10460	2	2486096
ipSNP10461	2	2486549
ipSNP10462	2	2491915
ipSNP10463	2	2492423
ipSNP10464	2	2492566
ipSNP10465	2	2493148
ipSNP10466	2	2536660
ipSNP10467	2	2536677
ipSNP10468	2	2538959
ipSNP10469	2	2547306
ipSNP10470	2	2551896
ipSNP10471	2	2598413
ipSNP10472	2	2623086
ipSNP10473	2	2629834
ipSNP10474	2	2629860
ipSNP10475	2	2629871
ipSNP10478	2	2631461
ipSNP10480	2	2633866
ipSNP10481	2	2634053
ipSNP10482	2	2675479
ipSNP10483	2	2675519
ipSNP10484	2	2675645
ipSNP10485	2	2676137
ipSNP10486	2	2677776
ipSNP10487	2	2677777
ipSNP10488	2	2677779
ipSNP10489	2	2677780
ipSNP10490	2	2677781
ipSNP10491	2	2677782
ipSNP10492	2	2678083
ipSNP10493	2	2680540
ipSNP10494	2	2680592
ipSNP10495	2	2680614
ipSNP10496	2	2681513
ipSNP10497	2	2681514
ipSNP10498	2	2681515
ipSNP10499	2	2786751
ipSNP10500	2	2786764
ipSNP10501	2	2786765
ipSNP10502	2	2786787
ipSNP10503	2	2786788
ipSNP10504	2	2786796
ipSNP10505	2	2786798
ipSNP10506	2	2802065
ipSNP10507	2	2805417
ipSNP10508	2	2805524
ipSNP10510	2	2822213
ipSNP10511	2	2822249
ipSNP10512	2	2822261
ipSNP10513	2	3014059
ipSNP10514	2	3014081
ipSNP10515	2	3055479
ipSNP10516	2	3055483
ipSNP10517	2	3055484
ipSNP10518	2	3072954
ipSNP10521	2	3089277
ipSNP10522	2	3089316
ipSNP10523	2	3089339
ipSNP10524	2	3090115
ipSNP10525	2	3090397
ipSNP10526	2	3090406
ipSNP10527	2	3090427
ipSNP10528	2	3095749
ipSNP10529	2	3096866
ipSNP10530	2	3097829
ipSNP10531	2	3097832
ipSNP10532	2	3097857
ipSNP10533	2	3099031
ipSNP10534	2	3099055
ipSNP10535	2	3105940
ipSNP10536	2	3106219
ipSNP10538	2	3106704
ipSNP10539	2	3114419
ipSNP10540	2	3114749
ipSNP10544	2	3181094
ipSNP10545	2	3181095
ipSNP10546	2	3181096
ipSNP10547	2	3184476
ipSNP10548	2	3184506
ipSNP10549	2	3184511
ipSNP10550	2	3184513
ipSNP10551	2	3184600
ipSNP10553	2	3184685
ipSNP10554	2	3184702
ipSNP10555	2	3188340
ipSNP10556	2	3225461
ipSNP10557	2	3230572
ipSNP10558	2	3339587
ipSNP10559	2	3339736
ipSNP10560	2	3339801
ipSNP10561	2	3340526
ipSNP10562	2	3342469
ipSNP10563	2	3376312
ipSNP10564	2	3380901
ipSNP10566	2	3387638
ipSNP10568	2	3387747
ipSNP10569	2	3387748
ipSNP10570	2	3388643
ipSNP10571	2	3388767
ipSNP10572	2	3396829
ipSNP10573	2	3410057
ipSNP10574	2	3410333
ipSNP10575	2	3410868
ipSNP10578	2	3417138
ipSNP10579	2	3417221
ipSNP10580	2	3417223
ipSNP10581	2	3417225
ipSNP10582	2	3558065
ipSNP10583	2	3564554
ipSNP10584	2	3564611
ipSNP10585	2	3583159
ipSNP10586	2	3583195
ipSNP10587	2	3583558
ipSNP10588	2	3583915
ipSNP10589	2	3598000
ipSNP10590	2	3667969
ipSNP10594	2	3734546
ipSNP10595	2	3734643
ipSNP10596	2	3735548
ipSNP10597	2	3735564
ipSNP10598	2	3747668
ipSNP10599	2	3749141
ipSNP10600	2	3749145
ipSNP10601	2	3749183
ipSNP10602	2	3749198
ipSNP10605	2	3772343
ipSNP10606	2	3772404
ipSNP10607	2	3772478
ipSNP10608	2	3795378
ipSNP10609	2	3795385
ipSNP10610	2	3806393
ipSNP10611	2	3806420
ipSNP10612	2	3807369
ipSNP10613	2	3859543
ipSNP10614	2	3859566
ipSNP10616	2	3875397
ipSNP10617	2	3937692
ipSNP10621	2	3942492
ipSNP10622	2	3942502
ipSNP10623	2	3973400
ipSNP10624	2	3974547
ipSNP10625	2	3974553
ipSNP10626	2	3974601
ipSNP10627	2	3974629
ipSNP10628	2	3974648
ipSNP10629	2	3974915
ipSNP10630	2	3974918
ipSNP10631	2	3974920
ipSNP10632	2	3974921
ipSNP10633	2	3975033
ipSNP10634	2	3975034
ipSNP10635	2	3975035
ipSNP10636	2	3975058
ipSNP10637	2	3975089
ipSNP10638	2	3975903
ipSNP10639	2	3975907
ipSNP10640	2	3975910
ipSNP10641	2	3990225
ipSNP10642	2	4046430
ipSNP10643	2	4051137
ipSNP10644	2	4051824
ipSNP10645	2	4052024
ipSNP10646	2	4052709
ipSNP10647	2	4052712
ipSNP10648	2	4052749
ipSNP10649	2	4162794
ipSNP10650	2	4162808
ipSNP10651	2	4162830
ipSNP10652	2	4162842
ipSNP10653	2	4166370
ipSNP10654	2	4166471
ipSNP10655	2	4166860
ipSNP10656	2	4166884
ipSNP10658	2	4168762
ipSNP10659	2	4168796
ipSNP10664	2	4169423
ipSNP10665	2	4169486
ipSNP10666	2	4186847
ipSNP10667	2	4186851
ipSNP10668	2	4186887
ipSNP10669	2	4187289
ipSNP10670	2	4188992
ipSNP10672	2	4190118
ipSNP10673	2	4193164
ipSNP10674	2	4193165
ipSNP10675	2	4205126
ipSNP10676	2	4208383
ipSNP10677	2	4208389
ipSNP10678	2	4208670
ipSNP10679	2	4211008
ipSNP10680	2	4211167
ipSNP10681	2	4212250
ipSNP10682	2	4212291
ipSNP10683	2	4212303
ipSNP10684	2	4212304
ipSNP10685	2	4262905
ipSNP10686	2	4262906
ipSNP10687	2	4262933
ipSNP10688	2	4263706
ipSNP10689	2	4263707
ipSNP10690	2	4263716
ipSNP10691	2	4263951
ipSNP10692	2	4263955
ipSNP10693	2	4263958
ipSNP10694	2	4266948
ipSNP10695	2	4269251
ipSNP10696	2	4306279
ipSNP10698	2	4306290
ipSNP10699	2	4310867
ipSNP10700	2	4342997
ipSNP10701	2	4343000
ipSNP10702	2	4343023
ipSNP10703	2	4343031
ipSNP10704	2	4343048
ipSNP10705	2	4343299
ipSNP10706	2	4344157
ipSNP10707	2	4344177
ipSNP10708	2	4344263
ipSNP10709	2	4344276
ipSNP10710	2	4344314
ipSNP10711	2	4344498
ipSNP10712	2	4346071
ipSNP10713	2	4348858
ipSNP10714	2	4370217
ipSNP10715	2	4415495
ipSNP10716	2	4437417
ipSNP10717	2	4437474
ipSNP10718	2	4464978
ipSNP10719	2	4465539
ipSNP10720	2	4466348
ipSNP10721	2	4466356
ipSNP10722	2	4466374
ipSNP10723	2	4466379
ipSNP10724	2	4466703
ipSNP10725	2	4466717
ipSNP10726	2	4513142
ipSNP10727	2	4514070
ipSNP10728	2	4514077
ipSNP10729	2	4514083
ipSNP10730	2	4514087
ipSNP10731	2	4580310
ipSNP10732	2	4580446
ipSNP10733	2	4580450
ipSNP10734	2	4580468
ipSNP10735	2	4580489
ipSNP10736	2	4580491
ipSNP10737	2	4580503
ipSNP10738	2	4626286
ipSNP10739	2	4630556
ipSNP10740	2	4664762
ipSNP10741	2	4665296
ipSNP10742	2	4669633
ipSNP10743	2	4671501
ipSNP10744	2	4671513
ipSNP10745	2	4671519
ipSNP10746	2	4673965
ipSNP10747	2	4675752
ipSNP10748	2	4693817
ipSNP10749	2	4833443
ipSNP10750	2	4833463
ipSNP10751	2	4833496
ipSNP10752	2	4833579
ipSNP10753	2	4834031
ipSNP10754	2	4834321
ipSNP10755	2	4834324
ipSNP10756	2	4834327
ipSNP10757	2	4834331
ipSNP10758	2	4834343
ipSNP10759	2	4847907
ipSNP10760	2	4847909
ipSNP10761	2	4847910
ipSNP10762	2	4847920
ipSNP10763	2	4850403
ipSNP10764	2	4850489
ipSNP10765	2	4850497
ipSNP10766	2	4850505
ipSNP10767	2	4850513
ipSNP10768	2	4850528
ipSNP10769	2	4876525
ipSNP10770	2	4885316
ipSNP10771	2	4886578
ipSNP10773	2	4886832
ipSNP10774	2	4887592
ipSNP10775	2	4887595
ipSNP10776	2	4889602
ipSNP10777	2	4889615
ipSNP10778	2	4889734
ipSNP10779	2	4891051
ipSNP10780	2	4989540
ipSNP10781	2	4990075
ipSNP10782	2	4990077
ipSNP10783	2	4990120
ipSNP10784	2	4990216
ipSNPASNASE	2	5068414
ipSNPASNASE3UTR	2	5073171
ipSNP10794	2	5075489
ipSNP10795	2	5079146
ipSNP10796	2	5101598
ipSNP10797	2	5101600
ipSNP10798	2	5101605
ipSNP10799	2	5101633
ipSNP10800	2	5106835
ipSNP10801	2	5120340
ipSNP10802	2	5120341
ipSNP10803	2	5121686
ipSNP10804	2	5228814
ipSNP10805	2	5228831
ipSNP10806	2	5229860
ipSNP10807	2	5229861
ipSNP10808	2	5229864
ipSNP10809	2	5229865
ipSNP10810	2	5300114
ipSNP10811	2	5300125
ipSNP10812	2	5300589
ipSNP10813	2	5300617
ipSNP10815	2	5424212
ipSNP10816	2	5424264
ipSNP10817	2	5460708
ipSNP10818	2	5460714
ipSNP10819	2	5460720
ipSNP10820	2	5460725
ipSNP10821	2	5513865
ipSNP10822	2	5513938
ipSNP10823	2	5513954
ipSNP10824	2	5514696
ipSNP10825	2	5515648
ipSNP10826	2	5517458
ipSNP10828	2	5548132
ipSNP10832	2	5563820
ipSNP10833	2	5563847
ipSNP10834	2	5563979
ipSNP10835	2	5565659
ipSNP10836	2	5565685
ipSNP10837	2	5575410
ipSNP10838	2	5575412
ipSNP10839	2	5575426
ipSNP10840	2	5684393
ipSNP10842	2	5684647
ipSNP10843	2	5692166
ipSNP10844	2	5692167
ipSNP10845	2	5692184
ipSNP10846	2	5692243
ipSNP10852	2	5763462
ipSNP10853	2	5763550
ipSNP10854	2	5835896
ipSNP10856	2	5904141
ipSNP10857	2	5921646
ipSNP10858	2	5922394
ipSNP10859	2	5924054
ipSNP10860	2	5924327
ipSNP10861	2	5924328
ipSNP10862	2	5924376
ipSNP10863	2	5925894
ipSNP10864	2	5925904
ipSNP10865	2	5997510
ipSNP10866	2	5997511
ipSNP10867	2	5997528
ipSNP10868	2	5997536
ipSNP10869	2	6002189
ipSNP10870	2	6015119
ipSNP10871	2	6015123
ipSNP10872	2	6015130
ipSNP10873	2	6031061
ipSNP10874	2	6031596
ipSNP10875	2	6031628
ipSNP10876	2	6031683
ipSNP10877	2	6031743
ipSNP10878	2	6142368
ipSNP10879	2	6153461
ipSNP10880	2	6153462
ipSNP10881	2	6153475
ipSNP10882	2	6179916
ipSNP10883	2	6179920
ipSNP10885	2	6566747
ipSNP10886	2	6566852
ipSNP10888	2	6581832
ipSNP10889	2	6581888
ipSNP10891	2	6581967
ipSNP10892	2	6582658
ipSNP10893	2	6582663
ipSNP10894	2	6583080
ipSNP10895	2	6597036
ipSNP10896	2	6597077
ipSNP10897	2	6597126
ipSNP10898	2	6597153
ipSNP10899	2	6597154
ipSNP10900	2	6597155
ipSNP10901	2	6597185
ipSNP10902	2	6597188
ipSNP10903	2	6628489
ipSNP10904	2	6633058
ipSNP10905	2	6634440
ipSNP10906	2	6634533
ipSNP10907	2	6634539
ipSNP10908	2	6635025
ipSNP10909	2	6647620
ipSNP10910	2	6650054
ipSNP10911	2	6650091
ipSNP10912	2	6650258
ipSNP10913	2	6714943
ipSNP10914	2	6714973
ipSNP10915	2	6715904
ipSNP10916	2	6719650
ipSNP10917	2	6719683
ipSNP10918	2	6719716
ipSNP10919	2	6721246
ipSNP10920	2	6721294
ipSNP10921	2	6721321
ipSNP10924	2	6721866
ipSNP10925	2	6722802
ipSNP10926	2	6736862
ipSNP10929	2	6820582
ipSNP10930	2	6820694
ipSNP10931	2	6821849
ipSNP10932	2	6823195
ipSNP10933	2	6823205
ipSNP10934	2	6849628
ipSNP10935	2	6849638
ipSNP10936	2	6849658
ipSNP10937	2	6849912
ipSNP10938	2	6849919
ipSNP10939	2	6849949
ipSNP10940	2	6850397
ipSNP10941	2	6850493
ipSNP10942	2	6850594
ipSNP10943	2	6854250
ipSNP10944	2	6854522
ipSNP10945	2	6854556
ipSNP10946	2	6973536
ipSNP10947	2	6973574
ipSNP10948	2	6973575
ipSNP10949	2	6975081
ipSNP10950	2	6975083
ipSNP10951	2	6975084
ipSNP10952	2	6975085
ipSNP10953	2	6975163
ipSNP10954	2	6979676
ipSNP10955	2	6979796
ipSNP10956	2	6979829
ipSNP10957	2	6979843
ipSNP10958	2	6980493
ipSNP10959	2	6982110
ipSNP10960	2	6983601
ipSNP10961	2	6991246
ipSNP10962	2	6991276
ipSNP10963	2	6993989
ipSNP10964	2	6994188
ipSNP10965	2	6994190
ipSNP10966	2	6994235
ipSNP10967	2	6994238
ipSNP10968	2	7001231
ipSNP10969	2	7040758
ipSNP10970	2	7040784
ipSNP10971	2	7045256
ipSNP10972	2	7047102
ipSNP10973	2	7095185
ipSNP10974	2	7176569
ipSNP10975	2	7176598
ipSNP10976	2	7176604
ipSNP10978	2	7178335
ipSNP10979	2	7182424
ipSNP10980	2	7182504
ipSNP10982	2	7190513
ipSNP10983	2	7190543
ipSNP10984	2	7196295
ipSNP10985	2	7196568
ipSNP10986	2	7209888
ipSNP10987	2	7209891
ipSNP10988	2	7209893
ipSNP10989	2	7209908
ipSNP10992	2	7220403
ipSNP10993	2	7220412
ipSNP10994	2	7289634
ipSNP10995	2	7289650
ipSNP10996	2	7292319
ipSNP10997	2	7292370
ipSNP10998	2	7308122
ipSNP10999	2	7309497
ipSNP11000	2	7408043
ipSNP11001	2	7408048
ipSNP11002	2	7408074
ipSNP11003	2	7408408
ipSNP11004	2	7408412
ipSNP11005	2	7527528
ipSNP11006	2	7527541
ipSNP11007	2	7527926
ipSNP11008	2	7625747
ipSNP11009	2	7657778
ipSNP11012	2	7664079
ipSNP11013	2	7664089
ipSNP11014	2	7664265
ipSNP11015	2	7664492
ipSNP11016	2	7744382
ipSNP11017	2	7744933
ipSNP11018	2	7948432
ipSNP11019	2	7950068
ipSNP11020	2	7951052
ipSNP11021	2	7951136
ipSNP11022	2	7953284
ipSNP11023	2	7953286
ipSNP11024	2	7958992
ipSNP11025	2	7959762
ipSNP11026	2	7959907
ipSNP11027	2	8287251
ipSNP11028	2	8287252
ipSNP11029	2	8287254
ipSNP11030	2	8287267
ipSNP11031	2	8287296
ipSNP11036	2	8289103
ipSNP11037	2	8291660
ipSNP11038	2	8729357
ipSNP11039	2	8781697
ipSNP11040	2	8783899
ipSNP11041	2	8805281
ipSNP11042	2	8805303
ipSNP11045	2	8808624
ipSNP11046	2	8808641
ipSNP11047	2	8808660
ipSNP11048	2	8808694
ipSNP11049	2	8808696
ipSNP11050	2	8808714
ipSNP11051	2	8808997
ipSNP11052	2	8809005
ipSNP11053	2	8809007
ipSNP11054	2	8809011
ipSNP11055	2	8809016
ipSNP11056	2	8809021
ipSNP11058	2	8809102
ipSNP11059	2	8809535
ipSNP11060	2	8809573
ipSNP11061	2	8809708
ipSNP11062	2	8809709
ipSNP11063	2	8809710
ipSNP11064	2	8809846
ipSNP11065	2	8809860
ipSNP11066	2	8809861
ipSNP11067	2	8811826
ipSNP11068	2	8811871
ipSNP11069	2	8811918
ipSNP11070	2	8811925
ipSNP11073	2	8872194
ipSNP11074	2	8890211
ipSNP11075	2	8890223
ipSNP11076	2	8897645
ipSNP11077	2	8908051
ipSNP11079	2	8912472
ipSNP11080	2	8912557
ipSNP11081	2	8915262
ipSNP11082	2	8915322
ipSNP11083	2	8915339
ipSNP11084	2	8916323
